date	close
13:41:09	268333948
13:41:39	268335812
13:42:09	268338095
13:42:39	268340551
13:43:08	268342194
13:43:39	268344059
13:44:09	268345899
13:44:39	268347853
13:45:09	268350426
13:45:39	268352732
13:46:10	268355207
13:46:39	268358128
13:47:08	268360398
13:47:39	268362424
13:48:09	268365008
13:48:39	268366962
13:49:10	268369557
13:49:39	268372477
13:50:09	268374498
13:50:39	268377327
13:51:09	268379782
13:51:41	268381767
13:52:09	268383908
13:52:39	268385318
13:53:11	268388291
13:53:41	268389880
13:54:08	268392565
13:54:40	268394838
13:55:09	268397660
13:55:39	268400081
13:56:09	268402123
13:56:39	268404635
13:57:08	268407939
13:57:39	268410829
13:58:09	268413334
13:58:39	268415365
13:59:09	268417981
13:59:40	268420246
14:00:13	268422392
14:00:39	268424299
14:01:09	268426152
14:01:39	268428220
14:02:09	268429929
14:02:39	268432127
14:03:10	268434147
14:03:39	268436692
14:04:11	268439004
14:04:39	268441579
14:05:09	268443854
14:05:39	268445901
14:06:09	268448577
14:06:39	268450785
14:07:09	268453650
14:07:39	268457074
14:08:09	268459226
14:08:39	268461192
14:09:10	268463806
14:09:40	268465483
14:10:09	268467772
14:10:39	268469727
14:11:12	268471572
14:11:40	268473921
14:12:09	268475544
14:12:39	268477996
14:13:10	268479962
14:13:39	268482183
14:14:10	268483541
14:14:40	268485326
14:15:09	268487263
14:15:39	268489527
14:16:09	268491356
14:16:39	268492680
14:17:09	268494373
14:17:41	268496154
14:18:10	268498266
14:18:39	268500242
14:19:08	268502335
14:19:39	268504999
14:20:09	268507385
14:20:39	268510250
14:21:09	268512040
14:21:40	268514103
14:22:10	268515980
14:22:42	268518316
14:23:16	268521024
14:23:40	268523926
14:24:10	268526621
14:24:41	268529003
14:25:11	268531865
14:25:40	268534161
14:26:11	268535995
14:26:40	268538372
14:27:09	268540150
14:27:39	268542438
14:28:09	268543666
14:28:39	268545423
14:29:09	268547705
14:29:39	268549020
14:30:10	268550999
14:30:39	268552762
