date	close
9:51:38	81821919
9:52:09	81823544
9:52:38	81825475
9:53:11	81826903
9:53:39	81828960
9:54:08	81830651
9:54:39	81832642
9:55:08	81834008
9:55:38	81835818
9:56:09	81837820
9:56:38	81840095
9:57:09	81842517
9:57:38	81844681
9:58:09	81846178
9:58:38	81847958
9:59:08	81850304
9:59:38	81851614
10:00:09	81853521
10:00:38	81855368
10:01:08	81857210
10:01:38	81859544
10:02:08	81861388
10:02:38	81862800
10:03:08	81864401
10:03:39	81866317
10:04:08	81868164
10:04:39	81870585
10:05:08	81872343
10:05:39	81874311
10:06:09	81876587
10:06:39	81878009
10:07:09	81880364
10:07:38	81882706
10:08:09	81884966
10:08:38	81886780
10:09:09	81888852
10:09:39	81890558
10:10:08	81892672
10:10:38	81895342
10:11:09	81897469
10:11:38	81900066
10:12:09	81901841
10:12:38	81904159
10:13:09	81905654
10:13:39	81907621
10:14:09	81910238
10:14:38	81911984
10:15:09	81913983
10:15:39	81915964
10:16:09	81917651
10:16:38	81919370
10:17:09	81921709
10:17:39	81924888
10:18:09	81927892
10:18:39	81929682
10:19:13	81932015
10:19:39	81934269
10:20:08	81935976
10:20:39	81938014
10:21:08	81940145
10:21:38	81942530
10:22:09	81944600
10:22:39	81946711
10:23:09	81949118
10:23:38	81951605
10:24:08	81953728
10:24:39	81955571
10:25:10	81957493
10:25:39	81959879
10:26:09	81961321
10:26:39	81963400
10:27:09	81965121
10:27:38	81967132
10:28:08	81968994
10:28:39	81970463
10:29:09	81972697
10:29:39	81975801
10:30:09	81978576
10:30:39	81981340
10:31:08	81983762
10:31:39	81985794
10:32:08	81988631
10:32:39	81991360
10:33:08	81993422
10:33:39	81995729
10:34:08	81998174
10:34:39	82000298
10:35:09	82002705
10:35:39	82004868
10:36:08	82006629
10:36:39	82008447
10:37:09	82011118
10:37:39	82013467
10:38:09	82015815
10:38:38	82017923
10:39:09	82019859
10:39:39	82021264
10:40:09	82023270
10:40:39	82025360
10:41:09	82028075
