date	close
11:44:09	87243287
11:44:38	87246471
11:45:09	87249626
11:45:39	87253105
11:46:09	87256115
11:46:38	87258225
11:47:09	87261075
11:47:39	87263681
11:48:09	87266193
11:48:39	87269186
11:49:08	87272357
11:49:39	87275443
11:50:08	87278547
11:50:39	87281528
11:51:09	87284282
11:51:39	87287233
11:52:08	87289901
11:52:39	87292503
11:53:08	87295106
11:53:39	87298140
11:54:09	87301747
11:54:39	87303991
11:55:09	87306778
11:55:39	87309489
11:56:08	87311936
11:56:39	87314062
11:57:09	87317133
11:57:39	87319321
11:58:09	87321525
11:58:39	87323973
11:59:09	87327661
11:59:39	87330030
12:00:08	87332329
12:00:39	87335595
12:01:09	87338320
12:01:39	87340669
12:02:09	87344300
12:02:39	87347529
12:03:09	87350340
12:03:38	87352893
12:04:09	87355141
12:04:38	87358815
12:05:09	87362053
12:05:39	87364710
12:06:09	87367583
12:06:39	87369778
12:07:08	87373439
12:07:39	87377061
12:08:09	87380197
12:08:39	87384192
12:09:09	87387836
12:09:39	87391122
12:10:09	87394958
12:10:39	87397898
12:11:19	87400508
12:11:20	87400508
12:11:49	87403110
12:11:50	87403110
12:12:19	87406162
12:12:19	87406162
12:12:49	87408747
12:12:49	87408747
12:13:19	87411720
12:13:19	87411720
12:13:49	87415789
12:13:49	87415789
12:14:19	87418337
12:14:19	87418337
12:14:49	87421975
12:14:49	87421975
12:15:20	87425627
12:15:20	87425627
12:15:49	87428502
12:15:51	87428502
12:15:51	87428502
12:16:19	87431512
12:16:20	87431512
12:16:20	87431512
12:16:50	87435171
12:16:51	87435171
12:16:51	87435171
12:17:20	87438202
12:17:20	87438202
12:17:20	87438202
12:17:49	87442153
12:17:50	87442153
12:17:50	87442153
12:18:19	87445672
12:18:20	87445672
12:18:20	87445672
12:18:50	87448563
12:18:50	87448563
12:18:50	87448563
12:19:20	87451546
12:19:21	87451546
12:19:21	87451546
12:21:39	87467463
12:22:09	87470024
12:22:39	87472728
12:23:09	87475929
