date	close
11:44:09	272911207
11:44:38	272914484
11:45:09	272917718
11:45:39	272921260
11:46:09	272924328
11:46:38	272926506
11:47:09	272929452
11:47:39	272932089
11:48:09	272934636
11:48:39	272937690
11:49:08	272940880
11:49:39	272944030
11:50:08	272947170
11:50:39	272950189
11:51:09	272953021
11:51:39	272956035
11:52:08	272958747
11:52:39	272961383
11:53:08	272964000
11:53:39	272967077
11:54:09	272970738
11:54:39	272973033
11:55:09	272975888
11:55:39	272978670
11:56:08	272981166
11:56:39	272983310
11:57:09	272986415
11:57:39	272988634
11:58:09	272990905
11:58:39	272993399
11:59:09	272997129
11:59:39	272999579
12:00:08	273002142
12:00:39	273005448
12:01:09	273008229
12:01:39	273010606
12:02:09	273014290
12:02:39	273017574
12:03:09	273020457
12:03:38	273023043
12:04:09	273025302
12:04:38	273029038
12:05:09	273032377
12:05:39	273035070
12:06:09	273037983
12:06:39	273040222
12:07:08	273043953
12:07:39	273047628
12:08:09	273050791
12:08:39	273054821
12:09:09	273058479
12:09:39	273061807
12:10:09	273065708
12:10:39	273068678
12:11:19	273071396
12:11:20	273071396
12:11:49	273074063
12:11:50	273074063
12:12:19	273077201
12:12:19	273077201
12:12:49	273079810
12:12:49	273079810
12:13:19	273082816
12:13:19	273082816
12:13:49	273086965
12:13:49	273086965
12:14:19	273089541
12:14:19	273089541
12:14:49	273093225
12:14:49	273093225
12:15:20	273096982
12:15:20	273096982
12:15:49	273099886
12:15:51	273099886
12:15:51	273099886
12:16:19	273102954
12:16:20	273102954
12:16:20	273102954
12:16:50	273106679
12:16:51	273106679
12:16:51	273106679
12:17:20	273109779
12:17:20	273109779
12:17:20	273109779
12:17:49	273113859
12:17:50	273113859
12:17:50	273113859
12:18:19	273117407
12:18:20	273117407
12:18:20	273117407
12:18:50	273120320
12:18:50	273120320
12:18:50	273120320
12:19:20	273123420
12:19:21	273123420
12:19:21	273123420
12:21:39	273139682
12:22:09	273142303
12:22:39	273145038
12:23:09	273148316
